onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.625	5	association_1_different_context	51	1	D	plank	1.125	3.5	4.625	1	10.625	3.5
14.125	5	association_2_different_context	51	2	D	plank	1.125	3.5	4.625	9.5	19.125	9
28.125	5.001	association_1_different_context	52	1	D	bell	22.125	5	27.125	1	33.126	3.5
36.626	5	association_2_different_context	52	2	D	bell	22.125	5	27.125	9.501	41.626	8.5
50.126	5	association_1_same_context	53	1	S	alarm	44.626	4.5	49.126	1	55.126	3.5
58.626	5	association_2_same_context	53	2	S	alarm	44.626	4.5	49.126	9.5	63.626	8.984
72.61	5	association_1_different_context	54	1	D	chain	66.627	5	71.627	0.983	77.61	3.5
81.11	5	association_2_different_context	54	2	D	chain	66.627	5	71.627	9.483	86.11	7.001
93.111	5	association_1_same_context	55	1	S	contact	89.111	3	92.111	1	98.111	3.5
101.611	5	association_2_same_context	55	2	S	contact	89.111	3	92.111	9.5	106.611	7
113.611	5	association_1_different_context	56	1	D	touch	109.611	3	112.611	1	118.611	3.5
122.111	5.001	association_2_different_context	56	2	D	touch	109.611	3	112.611	9.5	127.112	8
135.112	5	association_1_same_context	57	1	S	dent	130.112	4	134.095	1.017	140.112	3.483
143.595	5.001	association_2_same_context	57	2	S	dent	130.112	4	134.095	9.5	148.596	7.5
156.096	5	association_1_different_context	58	1	D	lobby	151.629	3.5	155.096	1	161.096	3.5
164.596	5	association_2_different_context	58	2	D	lobby	151.629	3.5	155.096	9.5	169.596	8
177.596	5	association_1_same_context	59	1	S	market	172.613	4	176.596	1	182.596	3.501
186.097	5	association_2_same_context	59	2	S	market	172.613	4	176.596	9.501	191.097	8.5
199.597	5	association_1_same_context	60	1	S	slide	194.113	4.5	198.597	1	204.597	3.5
208.097	5	association_2_same_context	60	2	S	slide	194.113	4.5	198.597	9.5	213.097	n/a
