onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.02	15	Hypothesis	island	10.02	5	30.02	5
38.021	15	Hypothesis	abandoned	35.02	3	53.021	5
62.021	15.001	Hypothesis	hospital	58.038	4	77.022	5
86.022	15	Hypothesis	corporation1	82.022	4	101.022	5
109.023	15	Hypothesis	earth1	106.039	3	124.023	5
134.023	15.001	Hypothesis	pond	129.04	5	149.024	5
167.024	15.001	Synonym	received	164.024	3	182.025	5
192.025	15	Synonym	notice	187.041	5	207.025	5
216.026	15	Synonym	mutating	212.025	4	231.026	5
240.026	15.001	Synonym	eating	236.026	4	255.027	5
263.027	15	Synonym	evolve	260.027	3	278.027	5
288.028	15	Synonym	taught	283.027	5	303.028	5
323.012	15	Synonym	stain	318.028	5	338.012	5
347.013	15	Synonym	claim	343.029	4	362.013	5
372.013	15.001	Synonym	spills	367.03	5	387.014	5
395.014	15	Synonym	removed	392.031	3	410.014	5
418.015	15	Synonym	vanished	415.031	3	433.015	5
442.015	15.001	Synonym	seek	438.032	4	457.016	5
477.016	15.001	Hypothesis	forest1	472.016	5	492.017	5
502.017	14.984	Hypothesis	university	497.05	5	517.001	5
525.001	15	Hypothesis	desert2	522.001	3	540.001	5
548.002	15	Hypothesis	city	545.018	3	563.002	5
572.002	15.001	Hypothesis	jungle	568.019	4	587.003	5
596.003	15	Hypothesis	earth4	592.003	4	611.003	5
