onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.51	18.501	BAT	slow_thick	10.01	1.5
31.511	18.5	BAT	fresh_green	30.011	1.5
51.512	18.483	BAT	dry_brown	50.011	1.501
71.495	18.501	BAT	fast_exciting	69.995	1.5
91.496	18.501	BAT	precious_hard	89.996	1.5
111.497	28.5	BAT	heavy_warm	109.997	1.5
141.497	18.501	DA	alley	139.997	1.5
161.498	18.501	DA	log	159.998	1.5
181.499	18.5	DA	seat	179.999	1.5
201.499	18.501	DA	coin	199.999	1.5
221.5	18.5	DA	fence	220	1.5
241.5	28.501	DA	branch	240	1.5
271.501	18.501	META	dog	270.001	1.5
291.502	18.5	META	wind	290.002	1.5
311.502	18.501	META	friend	310.002	1.5
331.503	18.5	META	sun	330.003	1.5
351.503	18.501	META	plant	350.003	1.5
371.504	28.501	META	pillow	370.004	1.5
401.505	18.5	CA	gum	400.005	1.5
421.505	18.501	CA	ladder	420.005	1.5
441.506	18.5	CA	mail	440.006	1.5
461.506	18.501	CA	screen	460.006	1.5
481.507	18.501	CA	robot	480.007	1.5
501.508	28.5	CA	train	500.008	1.5
531.508	18.501	AUT	knife	530.008	1.5
551.509	18.517	AUT	broom	550.009	1.5
571.51	18.5	AUT	pencil	570.026	1.484
591.51	18.501	AUT	lighter	590.01	1.5
611.511	18.517	AUT	purse	610.011	1.5
