onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.017	15.011	Synonym	received	10.018	3	28.028	5
38.042	14.978	Synonym	notice	33.027	5	53.02	5
63.016	15.012	Synonym	mutating	58.018	5	78.028	5
87.042	14.978	Synonym	eating	83.026	4	102.02	5
111.017	15.011	Synonym	evolve	107.018	4	126.028	5
134.042	14.979	Synonym	taught	131.043	3	149.021	5
168.014	15.012	Hypothesis	island	164.016	4	183.026	5
191.023	14.995	Hypothesis	abandoned	188.024	3	206.018	5
215.015	15.012	Hypothesis	hospital	211.016	4	230.027	5
238.024	14.995	Hypothesis	corporation1	235.025	3	253.019	5
263.015	15.012	Hypothesis	earth1	258.017	5	278.027	5
288.024	14.995	Hypothesis	pond	283.025	5	303.019	5
323.029	14.994	Hypothesis	forest1	318.03	5	338.023	5
347.02	14.995	Hypothesis	university	343.022	4	362.015	5
372.029	14.995	Hypothesis	desert2	367.03	5	387.024	5
395.021	14.995	Hypothesis	city	392.022	3	410.016	5
419.013	15.011	Hypothesis	jungle	415.031	4	434.024	5
442.022	15.011	Hypothesis	earth4	439.023	3	457.033	5
475.027	14.995	Synonym	stain	472.028	3	490.022	5
498.019	14.995	Synonym	claim	495.02	3	513.014	5
523.028	14.995	Synonym	spills	518.013	5	538.023	5
548.019	14.995	Synonym	removed	543.021	5	563.014	5
572.028	14.995	Synonym	vanished	568.012	4	587.023	5
596.02	14.995	Synonym	seek	592.021	4	611.015	5
