onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.116	4.999	association_1_same_context	1	1	S	edge	1.118	5	6.117	0.999	12.115	3.498
15.613	5.015	association_2_same_context	1	2	S	edge	1.118	5	6.117	9.496	20.628	7.514
28.142	4.982	association_1_different_context	2	1	D	press	23.627	3.5	27.143	0.999	33.124	3.499
36.623	4.998	association_2_different_context	2	2	D	press	23.627	3.5	27.143	9.48	41.621	8.497
50.118	4.999	association_1_different_context	3	1	D	group	44.62	4.5	49.119	0.999	55.117	3.498
58.615	4.999	association_2_different_context	3	2	D	group	44.62	4.5	49.119	9.496	63.614	8.514
72.128	5.015	association_1_same_context	4	1	S	slip	66.613	4.5	71.128	1	77.143	3.482
80.625	4.998	association_2_same_context	4	2	S	slip	66.613	4.5	71.128	9.497	85.623	6.998
92.621	4.998	association_1_same_context	5	1	S	head	88.622	3	91.621	1	97.619	3.499
101.118	4.998	association_2_same_context	5	2	S	head	88.622	3	91.621	9.497	106.116	7.997
114.113	5.015	association_1_different_context	6	1	D	body	109.115	4	113.114	0.999	119.128	3.516
122.644	4.982	association_2_different_context	6	2	D	body	109.115	4	113.114	9.53	127.626	8.996
136.622	4.999	association_1_same_context	7	1	S	line	130.625	5	135.623	0.999	141.621	3.499
145.12	4.998	association_2_same_context	7	2	S	line	130.625	5	135.623	9.497	150.118	7.497
157.615	4.999	association_1_same_context	8	1	S	hand	153.117	3.5	156.616	0.999	162.614	3.498
166.112	5.016	association_2_same_context	8	2	S	hand	153.117	3.5	156.616	9.496	171.128	6.997
178.125	4.998	association_1_different_context	9	1	D	cast	174.126	3	177.125	1	183.123	3.499
186.622	4.999	association_2_different_context	9	2	D	cast	174.126	3	177.125	9.497	191.621	7.997
199.618	4.998	association_1_different_context	10	1	D	sign	194.62	4	198.618	1	204.616	3.499
208.115	5.015	association_2_different_context	10	2	D	sign	194.62	4	198.618	9.497	213.13	-206.009
