onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.021	14.995	Synonym	deter	10.022	3	28.016	5
37.029	14.995	Synonym	guard	33.014	4	52.024	5
61.021	14.995	Synonym	banned	57.022	4	76.016	5
86.029	14.995	Synonym	overtaken	81.014	5	101.024	5
109.021	14.995	Synonym	administering	106.022	3	124.016	5
134.03	14.995	Synonym	split	129.015	5	149.025	5
169.018	14.995	Hypothesis	desert1	164.02	5	184.013	5
193.026	15.012	Hypothesis	largecity2	189.028	4	208.038	5
217.018	14.995	Hypothesis	zoo1	213.02	4	232.013	5
240.027	15.012	Hypothesis	smallvillage2	237.028	3	255.039	5
265.019	14.995	Hypothesis	earth3	260.02	5	280.014	5
288.028	14.995	Hypothesis	ocean1	285.029	3	303.023	5
323.016	15.011	Hypothesis	bottom	318.017	5	338.027	5
346.041	14.979	Hypothesis	beach	343.026	3	361.02	5
370.017	15.011	Hypothesis	highway	366.018	4	385.028	5
394.042	14.978	Hypothesis	largecity1	390.027	4	409.02	5
419.017	15.011	Hypothesis	forest2	414.018	5	434.028	5
442.042	14.978	Hypothesis	newplanet	439.043	3	457.02	5
475.014	15.012	Synonym	use	472.015	3	490.026	5
500.023	14.995	Synonym	grown	495.024	5	515.018	5
525.031	14.995	Synonym	refracted	520.016	5	540.026	5
548.023	14.995	Synonym	crumble	545.024	3	563.018	5
572.015	15.012	Synonym	sleep	568.016	4	587.027	5
596.024	14.994	Synonym	allow	592.025	4	611.018	5
