onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.024	15.001	Synonym	deter	10.024	4	29.025	5
38.025	15.001	Synonym	guard	34.025	4	53.026	5
61.026	15	Synonym	banned	58.026	3	76.026	5
86.026	15.001	Synonym	overtaken	81.026	5	101.027	5
111.027	15.001	Synonym	administering	106.027	5	126.028	5
134.028	15	Synonym	split	131.028	3	149.028	5
168.012	15.001	Hypothesis	desert1	164.029	4	183.013	5
193.013	15	Hypothesis	largecity2	188.029	5	208.013	5
218.013	15.001	Hypothesis	zoo1	213.03	5	233.014	5
241.014	15.001	Hypothesis	smallvillage2	238.031	3	256.015	5
264.015	15	Hypothesis	earth3	261.031	3	279.015	5
288.015	15.001	Hypothesis	ocean1	284.015	4	303.016	5
321.016	15.001	Hypothesis	bottom	318.016	3	336.017	5
346.017	15	Hypothesis	beach	341.017	5	361.017	5
370.018	15	Hypothesis	highway	366.034	4	385.018	5
393.018	15.001	Hypothesis	largecity1	390.035	3	408.019	5
418.019	15	Hypothesis	forest2	413.019	5	433.019	5
442.02	15	Hypothesis	newplanet	438.02	4	457.02	5
477.021	15	Synonym	use	472.021	5	492.021	5
500.021	15.001	Synonym	grown	497.038	3	515.022	5
524.022	15	Synonym	refracted	520.022	4	539.022	5
548.023	15	Synonym	crumble	544.022	4	563.023	5
573.023	15.001	Synonym	sleep	568.023	5	588.024	5
596.024	15	Synonym	allow	593.024	3	611.024	5
