onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.125	5	association_1_same_context	21	1	S	forge	1.125	4	5.125	1	11.125	3.5
14.625	5.001	association_2_same_context	21	2	S	forge	1.125	4	5.125	9.5	19.626	7
26.626	5	association_1_different_context	22	1	D	cross	22.626	3	25.626	1	31.626	3.5
35.126	5	association_2_different_context	22	2	D	cross	22.626	3	25.626	9.5	40.126	7.5
47.626	5	association_1_different_context	23	1	D	height	43.126	3.5	46.626	1	52.626	3.501
56.127	5	association_2_different_context	23	2	D	height	43.126	3.5	46.626	9.501	61.127	8.5
69.627	5	association_1_different_context	24	1	D	spark	64.143	4.5	68.627	1	74.627	3.5
78.127	5	association_2_different_context	24	2	D	spark	64.143	4.5	68.627	9.5	83.127	9.001
92.128	5	association_1_same_context	25	1	S	den	86.127	5	91.127	1.001	97.128	3.5
100.628	5	association_2_same_context	25	2	S	den	86.127	5	91.127	9.501	105.628	8.5
114.128	5	association_1_same_context	26	1	S	list	108.628	4.5	113.128	1	119.128	3.5
122.628	5.001	association_2_same_context	26	2	S	list	108.628	4.5	113.128	9.5	127.629	7
134.629	4.983	association_1_same_context	27	1	S	exit	130.629	3	133.612	1.017	139.612	3.5
143.112	5	association_2_same_context	27	2	S	exit	130.629	3	133.612	9.5	148.112	8.001
156.113	5	association_1_different_context	28	1	D	mat	151.146	4	155.113	1	161.113	3.5
164.613	5	association_2_different_context	28	2	D	mat	151.146	4	155.113	9.5	169.613	7.5
177.113	5	association_1_different_context	29	1	D	lookout	172.63	3.5	176.113	1	182.113	3.5
185.613	5.001	association_2_different_context	29	2	D	lookout	172.63	3.5	176.113	9.5	190.614	9
199.614	5	association_1_same_context	30	1	S	fold	193.63	5	198.614	1	204.614	3.5
208.114	5	association_2_same_context	30	2	S	fold	193.63	5	198.614	9.5	213.114	-207.998
