onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.024	15.001	Synonym	received	10.024	5	30.025	5
38.025	15	Synonym	notice	35.025	3	53.025	5
62.025	15.001	Synonym	mutating	58.025	4	77.026	5
86.026	15.003	Synonym	eating	82.026	4	101.029	5
111.027	15	Synonym	evolve	106.027	5	126.027	5
134.027	15.001	Synonym	taught	131.027	3	149.028	5
169.028	14.984	Hypothesis	island	164.028	5	184.012	5
193.012	15.001	Hypothesis	abandoned	189.046	4	208.013	5
216.013	15	Hypothesis	hospital	213.03	3	231.013	5
240.014	15	Hypothesis	corporation1	236.03	4	255.014	5
265.014	15.001	Hypothesis	earth1	260.031	5	280.015	5
288.015	15	Hypothesis	pond	285.032	3	303.015	5
323.016	15	Hypothesis	forest1	318.016	5	338.016	5
346.017	15	Hypothesis	university	343.033	3	361.017	5
371.017	15.001	Hypothesis	desert2	366.034	5	386.018	5
395.018	15.001	Hypothesis	city	391.035	4	410.019	5
418.019	15	Hypothesis	jungle	415.035	3	433.019	5
442.019	15.001	Hypothesis	earth4	438.036	4	457.02	5
475.02	15.001	Synonym	stain	472.02	3	490.021	5
500.021	15	Synonym	claim	495.037	5	515.021	5
524.022	15	Synonym	spills	520.038	4	539.022	5
547.022	15.001	Synonym	removed	544.039	3	562.023	5
572.023	15	Synonym	vanished	567.023	5	587.023	5
596.024	15	Synonym	seek	592.023	4	611.024	5
