onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.109	5	association_1_same_context	1	1	S	edge	1.109	5	6.109	1	12.109	3.501
15.61	5	association_2_same_context	1	2	S	edge	1.109	5	6.109	9.501	20.61	8.5
29.11	5	association_1_different_context	2	1	D	press	23.627	4.5	28.11	1	34.11	3.5
37.61	5	association_2_different_context	2	2	D	press	23.627	4.5	28.11	9.5	42.61	8.001
50.611	5	association_1_different_context	3	1	D	group	45.627	4	49.611	1	55.611	3.5
59.111	5	association_2_different_context	3	2	D	group	45.627	4	49.611	9.5	64.111	7
71.111	5	association_1_same_context	4	1	S	slip	67.128	3	70.111	1	76.111	3.5
79.611	5.001	association_2_same_context	4	2	S	slip	67.128	3	70.111	9.5	84.612	9
93.612	5	association_1_same_context	5	1	S	head	87.628	5	92.595	1.017	98.612	3.483
102.095	5	association_2_same_context	5	2	S	head	87.628	5	92.595	9.5	107.095	7.001
114.096	5	association_1_different_context	6	1	D	body	110.129	3	113.096	1	119.096	3.5
122.596	5	association_2_different_context	6	2	D	body	110.129	3	113.096	9.5	127.596	8.5
136.096	5	association_1_same_context	7	1	S	line	130.63	4.5	135.096	1	141.096	3.501
144.597	5	association_2_same_context	7	2	S	line	130.63	4.5	135.096	9.501	149.597	7.517
157.114	4.983	association_1_same_context	8	1	S	hand	152.63	3.5	156.097	1.017	162.097	3.5
165.597	5	association_2_same_context	8	2	S	hand	152.63	3.5	156.097	9.5	170.597	8
178.597	5.001	association_1_different_context	9	1	D	cast	173.631	4	177.597	1	183.598	3.5
187.098	5	association_2_different_context	9	2	D	cast	173.631	4	177.597	9.501	192.098	7.5
199.598	5	association_1_different_context	10	1	D	sign	195.115	3.5	198.598	1	204.598	3.517
208.115	4.983	association_2_different_context	10	2	D	sign	195.115	3.5	198.598	9.517	213.098	-206.981
