onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.996	15.001	Synonym	deter	9.996	4	28.997	5
38.997	15	Synonym	guard	34.013	5	53.997	5
61.998	15	Synonym	banned	59.014	3	76.998	5
84.998	15.001	Synonym	overtaken	81.998	3	99.999	5
108.999	15	Synonym	administering	105.015	4	123.999	5
134	15	Synonym	split	129.016	5	149	5
168.001	15	Hypothesis	desert1	164	4	183.001	5
193.001	15.001	Hypothesis	largecity2	188.001	5	208.002	5
216.002	15	Hypothesis	zoo1	213.019	3	231.002	5
239.003	15	Hypothesis	smallvillage2	236.036	3	254.003	5
263.003	15.001	Hypothesis	earth3	259.036	4	278.004	5
288.004	15	Hypothesis	ocean1	283.02	5	303.004	5
323.005	15.017	Hypothesis	bottom	318.005	5	338.022	5
346.022	15.001	Hypothesis	beach	343.022	3	361.023	5
371.023	15	Hypothesis	highway	366.023	5	386.023	5
395.024	15	Hypothesis	largecity1	391.023	4	410.024	5
418.024	15.001	Hypothesis	forest2	415.024	3	433.025	5
442.025	15	Hypothesis	newplanet	438.025	4	457.025	5
475.026	15	Synonym	use	472.026	3	490.026	5
500.027	15	Synonym	grown	495.026	5	515.027	5
525.027	15.001	Synonym	refracted	520.027	5	540.028	5
548.028	15	Synonym	crumble	545.028	3	563.028	5
572.012	15	Synonym	sleep	568.028	4	587.012	5
596.013	15	Synonym	allow	592.029	4	611.013	5
