onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.117	5	association_1_same_context	11	1	S	blow	1.117	4	5.117	1	11.117	3.5
14.617	5	association_2_same_context	11	2	S	blow	1.117	4	5.117	9.5	19.617	7.5
27.117	5.001	association_1_different_context	12	1	D	globe	22.617	3.5	26.117	1	32.118	3.5
35.618	5	association_2_different_context	12	2	D	globe	22.617	3.5	26.117	9.501	40.618	7.5
48.118	5	association_1_same_context	13	1	S	leap	43.635	3.5	47.118	1	53.118	3.5
56.618	5	association_2_same_context	13	2	S	leap	43.635	3.5	47.118	9.5	61.618	9.001
70.619	5	association_1_different_context	14	1	D	guide	64.635	5	69.619	1	75.619	3.5
79.119	5	association_2_different_context	14	2	D	guide	64.635	5	69.619	9.5	84.119	8.5
92.619	5	association_1_different_context	15	1	D	stage	87.136	4.5	91.619	1	97.619	3.5
101.119	5.001	association_2_different_context	15	2	D	stage	87.136	4.5	91.619	9.5	106.12	8
114.12	5	association_1_different_context	16	1	D	scratch	109.136	4	113.12	1	119.12	3.5
122.62	5	association_2_different_context	16	2	D	scratch	109.136	4	113.12	9.5	127.62	7
134.62	5.001	association_1_same_context	17	1	S	note	130.637	3	133.62	1	139.621	3.5
143.121	5	association_2_same_context	17	2	S	note	130.637	3	133.62	9.501	148.121	8.5
156.621	5	association_1_same_context	18	1	S	study	151.138	4.5	155.621	1	161.621	3.5
165.121	5	association_2_same_context	18	2	S	study	151.138	4.5	155.621	9.5	170.121	7.001
177.122	5	association_1_different_context	19	1	D	piece	173.138	3	176.122	1	182.122	3.5
185.622	5	association_2_different_context	19	2	D	piece	173.138	3	176.122	9.5	190.622	9
199.622	5	association_1_same_context	20	1	S	stem	193.639	5	198.622	1	204.622	3.5
208.122	5.001	association_2_same_context	20	2	S	stem	193.639	5	198.622	9.5	213.123	-206.509
