onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.022	15.001	Synonym	received	10.022	4	29.023	5
37.023	15.001	Synonym	notice	34.023	3	52.024	5
60.024	15	Synonym	mutating	57.04	3	75.024	5
85.024	15.001	Synonym	eating	80.024	5	100.025	5
109.025	15.001	Synonym	evolve	105.042	4	124.026	5
134.026	15	Synonym	taught	129.026	5	149.026	5
168.027	15	Hypothesis	island	164.027	4	183.027	5
193.027	15.001	Hypothesis	abandoned	188.027	5	208.028	5
218.028	15.001	Hypothesis	hospital	213.028	5	233.029	5
241.012	15.001	Hypothesis	corporation1	238.029	3	256.013	5
265.013	15	Hypothesis	earth1	261.029	4	280.013	5
288.013	15.001	Hypothesis	pond	285.03	3	303.014	5
321.014	15.001	Hypothesis	forest1	318.014	3	336.015	5
344.015	15	Hypothesis	university	341.032	3	359.015	5
368.016	15	Hypothesis	desert2	364.032	4	383.016	5
393.016	15.001	Hypothesis	city	388.05	5	408.017	5
418.017	15.001	Hypothesis	jungle	413.034	5	433.018	5
442.018	15	Hypothesis	earth4	438.034	4	457.018	5
475.019	15	Synonym	stain	472.019	3	490.019	5
500.019	15.001	Synonym	claim	495.036	5	515.02	5
525.02	15.001	Synonym	spills	520.02	5	540.021	5
549.021	15	Synonym	removed	545.037	4	564.021	5
572.021	15.001	Synonym	vanished	569.021	3	587.022	5
596.022	15	Synonym	seek	592.039	4	611.022	5
