onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.626	4.999	association_1_different_context	51	1	D	plank	1.128	3.5	4.627	0.999	10.625	3.498
14.123	4.999	association_2_different_context	51	2	D	plank	1.128	3.5	4.627	9.496	19.122	9.013
28.135	4.982	association_1_different_context	52	1	D	bell	22.121	5	27.136	0.999	33.117	3.499
36.616	4.998	association_2_different_context	52	2	D	bell	22.121	5	27.136	9.48	41.614	8.514
50.128	4.998	association_1_same_context	53	1	S	alarm	44.613	4.5	49.112	1.016	55.126	3.499
58.625	4.998	association_2_same_context	53	2	S	alarm	44.613	4.5	49.112	9.513	63.623	9.014
72.637	4.982	association_1_different_context	54	1	D	chain	66.623	5	71.621	1.016	77.619	3.498
81.117	4.999	association_2_different_context	54	2	D	chain	66.623	5	71.621	9.496	86.116	7.497
93.613	5.015	association_1_same_context	55	1	S	contact	89.115	3.5	92.614	0.999	98.628	3.499
102.127	4.998	association_2_same_context	55	2	S	contact	89.115	3.5	92.614	9.513	107.125	7.998
115.123	5.015	association_1_different_context	56	1	D	touch	110.124	4	114.123	1	120.138	3.482
123.62	4.998	association_2_different_context	56	2	D	touch	110.124	4	114.123	9.497	128.618	7.997
136.615	4.999	association_1_same_context	57	1	S	dent	131.617	4	135.616	0.999	141.614	3.498
145.112	5.015	association_2_same_context	57	2	S	dent	131.617	4	135.616	9.496	150.127	8.498
158.625	4.998	association_1_different_context	58	1	D	lobby	153.126	4.5	157.625	1	163.623	3.515
167.138	4.982	association_2_different_context	58	2	D	lobby	153.126	4.5	157.625	9.513	172.12	6.998
179.118	4.998	association_1_same_context	59	1	S	market	175.119	3	178.118	1	184.116	3.499
187.615	4.998	association_2_same_context	59	2	S	market	175.119	3	178.118	9.497	192.613	7.014
199.627	4.999	association_1_same_context	60	1	S	slide	195.629	3	198.628	0.999	204.626	3.498
208.124	5.015	association_2_same_context	60	2	S	slide	195.629	3	198.628	9.496	213.139	n/a
