onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.624	4.998	association_1_different_context	31	1	D	flag	1.126	4.5	5.624	1	11.622	3.499
15.121	5.015	association_2_different_context	31	2	D	flag	1.126	4.5	5.624	9.497	20.136	7.981
28.117	4.998	association_1_different_context	32	1	D	launch	23.118	4	27.117	1	33.115	3.499
36.614	4.998	association_2_different_context	32	2	D	launch	23.118	4	27.117	9.497	41.612	9.014
50.626	4.998	association_1_different_context	33	1	D	road	44.628	5	49.626	1	55.624	3.499
59.123	5.015	association_2_different_context	33	2	D	road	44.628	5	49.626	9.497	64.138	7.98
72.118	4.999	association_1_same_context	34	1	S	flow	67.137	4	71.119	0.999	77.117	3.499
80.616	4.998	association_2_same_context	34	2	S	flow	67.137	4	71.119	9.497	85.614	7.514
93.128	4.998	association_1_same_context	35	1	S	display	88.613	3.5	92.128	1	98.126	3.499
101.625	4.998	association_2_same_context	35	2	S	display	88.613	3.5	92.128	9.497	106.623	8.997
115.62	4.999	association_1_same_context	36	1	S	dozen	109.622	5	114.621	0.999	120.619	3.498
124.117	4.999	association_2_same_context	36	2	S	dozen	109.622	5	114.621	9.496	129.116	6.997
136.113	5.015	association_1_different_context	37	1	D	twist	132.115	3	135.114	0.999	141.128	3.499
144.627	4.998	association_2_different_context	37	2	D	twist	132.115	3	135.114	9.513	149.625	7.515
157.14	4.981	association_1_different_context	38	1	D	spot	152.624	3.5	156.123	1.017	162.121	3.499
165.62	4.998	association_2_different_context	38	2	D	spot	152.624	3.5	156.123	9.497	170.618	8.498
179.116	4.998	association_1_same_context	39	1	S	city	173.617	4.5	178.116	1	184.114	3.499
187.613	5.015	association_2_same_context	39	2	S	city	173.617	4.5	178.116	9.497	192.628	6.997
199.625	5.015	association_1_same_context	40	1	S	hill	195.627	3	198.626	0.999	204.64	3.482
208.122	4.999	association_2_same_context	40	2	S	hill	195.627	3	198.626	9.496	213.121	-206.493
