onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.027	15	Hypothesis	island	10.026	4	29.027	5
38.027	15.001	Hypothesis	abandoned	34.027	4	53.028	5
63.028	15	Hypothesis	hospital	58.028	5	78.028	5
86.012	15	Hypothesis	corporation1	83.028	3	101.012	5
109.013	15	Hypothesis	earth1	106.046	3	124.013	5
134.013	15.001	Hypothesis	pond	129.03	5	149.014	5
168.014	15.001	Synonym	received	164.014	4	183.015	5
191.015	15	Synonym	notice	188.031	3	206.015	5
214.016	15	Synonym	mutating	211.032	3	229.016	5
239.016	15.001	Synonym	eating	234.033	5	254.017	5
264.017	15	Synonym	evolve	259.033	5	279.017	5
288.018	15	Synonym	taught	284.034	4	303.018	5
322.019	15	Synonym	stain	318.018	4	337.019	5
346.019	15.001	Synonym	claim	342.036	4	361.02	5
371.02	15	Synonym	spills	366.036	5	386.02	5
394.021	15	Synonym	removed	391.037	3	409.021	5
417.021	15.001	Synonym	vanished	414.038	3	432.022	5
442.022	15	Synonym	seek	437.038	5	457.022	5
476.023	15	Hypothesis	forest1	472.023	4	491.023	5
499.024	15	Hypothesis	university	496.04	3	514.024	5
524.024	15.001	Hypothesis	desert2	519.024	5	539.025	5
548.025	15	Hypothesis	city	544.025	4	563.025	5
573.026	15	Hypothesis	jungle	568.025	5	588.026	5
596.026	15.001	Hypothesis	earth4	593.043	3	611.027	5
