onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.518	18.5	BAT	slow_thick	10.018	1.5
31.518	18.501	BAT	fresh_green	30.018	1.5
51.519	18.5	BAT	dry_brown	50.019	1.5
71.519	18.501	BAT	fast_exciting	70.019	1.5
91.52	18.5	BAT	precious_hard	90.02	1.5
111.52	28.485	BAT	heavy_warm	110.02	1.5
141.505	18.5	DA	alley	140.005	1.5
161.505	18.501	DA	log	160.005	1.5
181.506	18.5	DA	seat	180.006	1.5
201.506	18.501	DA	coin	200.006	1.5
221.507	18.5	DA	fence	220.007	1.5
241.507	28.501	DA	branch	240.007	1.5
271.508	18.501	META	dog	270.008	1.5
291.509	18.5	META	wind	290.009	1.5
311.509	18.501	META	friend	310.009	1.5
331.51	18.501	META	sun	330.01	1.5
351.511	18.5	META	plant	350.011	1.5
371.511	28.501	META	pillow	370.011	1.5
401.512	18.484	CA	gum	400.012	1.5
421.496	18.5	CA	ladder	419.996	1.5
441.496	18.501	CA	mail	439.996	1.5
461.497	18.501	CA	screen	459.997	1.5
481.498	18.5	CA	robot	479.998	1.5
501.498	28.501	CA	train	499.998	1.5
531.499	18.501	AUT	knife	529.999	1.5
551.5	18.5	AUT	broom	550	1.5
571.5	18.501	AUT	pencil	570	1.5
591.501	18.5	AUT	lighter	590.001	1.5
611.501	18.501	AUT	purse	610.001	1.5
