onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.025	15.001	Hypothesis	desert1	10.025	5	30.026	5
40.026	15	Hypothesis	largecity2	35.026	5	55.026	5
63.027	15	Hypothesis	zoo1	60.027	3	78.027	5
87.027	15.001	Hypothesis	smallvillage2	83.027	4	102.028	5
110.028	15	Hypothesis	earth3	107.045	3	125.028	5
134.029	14.983	Hypothesis	ocean1	130.029	4	149.012	5
167.013	15	Synonym	deter	164.013	3	182.013	5
192.014	15	Synonym	guard	187.03	5	207.014	5
217.014	15.001	Synonym	banned	212.031	5	232.015	5
240.015	15	Synonym	overtaken	237.032	3	255.015	5
264.016	15	Synonym	administering	260.032	4	279.016	5
288.016	15.001	Synonym	split	284.033	4	303.017	5
322.017	15.001	Synonym	use	318.017	4	337.018	5
346.018	15	Synonym	grown	342.018	4	361.018	5
369.019	15	Synonym	refracted	366.035	3	384.019	5
394.019	15.001	Synonym	crumble	389.036	5	409.02	5
419.02	15	Synonym	sleep	414.037	5	434.02	5
442.021	15	Synonym	allow	439.037	3	457.021	5
475.022	15	Hypothesis	bottom	472.021	3	490.022	5
500.022	15.001	Hypothesis	beach	495.039	5	515.023	5
524.023	15	Hypothesis	highway	520.04	4	539.023	5
548.024	15	Hypothesis	largecity1	544.024	4	563.024	5
573.024	15.001	Hypothesis	forest2	568.041	5	588.025	5
596.025	15	Hypothesis	newplanet	593.025	3	611.025	5
